START:	 27.799999999999933
END:	 27.999999999999932

r [km]	 vr [km/s]	 np [cm-3]	 T [K]
19479590.0	 325.5155944824219	 437.7698974609375	 222030.640625
19479566.0	 327.30926513671875	 511.40362548828125	 225585.234375
19479544.0	 325.1062316894531	 607.3194580078125	 222149.375
19479522.0	 325.447509765625	 610.5265502929688	 223682.25
19479428.0	 326.21875	 483.25311279296875	 221093.734375
19479382.0	 326.404296875	 427.654296875	 230860.453125
19479358.0	 328.36273193359375	 502.6851806640625	 213226.359375
19479334.0	 328.1042175292969	 429.5552978515625	 212199.625
19479314.0	 326.308349609375	 421.4530029296875	 236445.234375
19479290.0	 326.67669677734375	 532.3378295898438	 207644.875
19479266.0	 325.67852783203125	 407.3146667480469	 216789.1875
19479244.0	 326.2407531738281	 479.9911193847656	 220766.984375
19479220.0	 327.2796630859375	 401.659423828125	 217109.890625
19479198.0	 326.66131591796875	 382.209228515625	 221222.25
19479174.0	 327.13848876953125	 376.8936462402344	 213277.59375
19479150.0	 324.9776306152344	 449.7753601074219	 234764.1875
19479126.0	 327.76983642578125	 449.1617126464844	 206395.921875
19479082.0	 326.4574890136719	 389.5310974121094	 226006.9375
19479058.0	 326.82916259765625	 429.0715026855469	 216691.34375
19479012.0	 327.22088623046875	 577.39208984375	 213498.609375
19478988.0	 325.7455139160156	 449.7713317871094	 227384.921875
19478966.0	 325.0005798339844	 405.24884033203125	 226944.625
19478918.0	 325.46539306640625	 434.1109924316406	 237301.4375
19478874.0	 326.0954895019531	 502.7917785644531	 224745.671875
19478850.0	 327.75421142578125	 409.4082336425781	 230537.28125
19478826.0	 329.8002624511719	 437.0777282714844	 215833.984375
19478804.0	 327.0378112792969	 475.46429443359375	 244142.0625
19478780.0	 328.5173034667969	 414.40533447265625	 227677.046875
19478734.0	 329.7293395996094	 398.12255859375	 218845.21875
19478666.0	 326.4428405761719	 449.48992919921875	 242179.828125
19478620.0	 330.2769775390625	 451.7856750488281	 216294.765625
19478596.0	 323.3713684082031	 552.20068359375	 232858.28125
19478572.0	 328.9768371582031	 588.3073120117188	 225232.3125
19478526.0	 324.23297119140625	 461.85186767578125	 240659.71875
19478502.0	 327.2764587402344	 415.6789855957031	 213846.875
19478478.0	 326.25653076171875	 496.952392578125	 220109.828125
19478458.0	 325.4038391113281	 507.4146423339844	 230393.40625
19478434.0	 326.4403381347656	 424.36785888671875	 207748.359375
19478410.0	 325.97711181640625	 539.3096923828125	 225780.234375
19478388.0	 325.91387939453125	 566.6943969726562	 219427.578125
19478364.0	 328.18170166015625	 406.3634033203125	 205633.03125
19478340.0	 325.5830078125	 531.277099609375	 232684.171875
19478316.0	 326.4281921386719	 403.4143371582031	 213927.59375
19478294.0	 325.0155944824219	 630.9869384765625	 237520.640625
19478248.0	 325.5108642578125	 414.654052734375	 234893.453125
19478226.0	 326.09783935546875	 418.1863708496094	 218238.734375
19478202.0	 325.87841796875	 482.5166931152344	 217536.75
19478180.0	 325.408203125	 529.3702392578125	 235545.90625
19478156.0	 323.65362548828125	 479.64996337890625	 229641.59375
19478110.0	 324.070556640625	 584.2367553710938	 227581.640625
19478062.0	 324.8892822265625	 492.2411804199219	 230664.265625
19478040.0	 325.70452880859375	 428.12933349609375	 221687.109375
19478018.0	 325.32598876953125	 468.1275939941406	 227720.15625
19477994.0	 324.24859619140625	 419.1807556152344	 233730.109375
19477972.0	 322.5897521972656	 401.51385498046875	 231968.046875
19477902.0	 327.97412109375	 578.8045043945312	 205626.078125
19477878.0	 325.0798034667969	 452.80596923828125	 226796.0625
19477856.0	 327.33013916015625	 449.6727600097656	 211768.953125
19477832.0	 325.7322082519531	 476.1839294433594	 237128.0625
19477810.0	 327.4491271972656	 565.19384765625	 234525.71875
19477786.0	 324.5129089355469	 467.33587646484375	 237547.96875
19477764.0	 324.93731689453125	 518.6812744140625	 225268.84375
19477740.0	 327.11083984375	 489.52154541015625	 222614.890625
19477716.0	 326.35943603515625	 461.47088623046875	 222219.546875
19477670.0	 328.64459228515625	 505.1521301269531	 211676.25
