START:	 54.80000000000051
END:	 54.90000000000051

r [km]	 vr [km/s]	 np [cm-3]	 T [K]
38124364.0	 305.24456787109375	 522.4308471679688	 84328.296875
38124452.0	 305.2162170410156	 515.4735107421875	 81755.1953125
38124544.0	 305.53082275390625	 525.8737182617188	 88545.8984375
38124636.0	 305.72601318359375	 518.7026977539062	 86250.5703125
38124728.0	 306.7267761230469	 508.037353515625	 83434.3984375
38124816.0	 306.4376525878906	 514.51220703125	 89139.25
38124908.0	 307.06207275390625	 508.36016845703125	 83116.9453125
38125088.0	 307.8977966308594	 503.456298828125	 79872.328125
38125176.0	 307.5747375488281	 506.7267761230469	 84675.453125
38125272.0	 307.00750732421875	 517.1244506835938	 87742.0
38125364.0	 307.27587890625	 513.1588134765625	 85159.9453125
38125452.0	 307.79736328125	 503.63177490234375	 82597.0234375
38125540.0	 307.24676513671875	 508.3172302246094	 82952.6640625
38125636.0	 306.91522216796875	 514.05908203125	 86156.7265625
38125724.0	 306.8355712890625	 505.1414489746094	 81766.828125
38125816.0	 307.16510009765625	 509.80474853515625	 83513.625
38125904.0	 306.76019287109375	 511.0939025878906	 86081.4375
38125996.0	 308.387451171875	 501.3366394042969	 83480.7109375
38126088.0	 308.3776550292969	 505.33489990234375	 82620.59375
38126176.0	 308.1558532714844	 504.661865234375	 85370.6796875
38126268.0	 307.5054626464844	 505.1596984863281	 83809.046875
38126360.0	 307.08349609375	 517.4862670898438	 85764.453125
38126448.0	 307.8902893066406	 507.4142761230469	 86768.953125
38126540.0	 307.2421569824219	 517.822998046875	 89763.40625
38126636.0	 307.804931640625	 513.6378784179688	 85020.5625
38126724.0	 308.42742919921875	 507.8371887207031	 87624.703125
38126812.0	 307.7291259765625	 509.8041687011719	 88220.84375
38126904.0	 308.8772277832031	 502.75604248046875	 85448.9609375
38126996.0	 308.4922790527344	 506.68084716796875	 87374.3671875
38127084.0	 308.40704345703125	 505.3658447265625	 87450.6484375
38127176.0	 308.50421142578125	 506.4574890136719	 88402.203125
38127264.0	 309.1917419433594	 506.016357421875	 84656.1875
38127360.0	 309.1632080078125	 503.7813415527344	 84882.375
38127448.0	 309.2845458984375	 504.943115234375	 84069.65625
38127536.0	 309.12225341796875	 501.1485595703125	 86875.859375
38127628.0	 308.9713134765625	 507.2030029296875	 87221.8984375
38127724.0	 308.9053955078125	 509.63482666015625	 89973.4453125
38127812.0	 310.0413513183594	 498.8711853027344	 84582.578125
38127900.0	 310.2776794433594	 500.5111999511719	 83682.5546875
38128088.0	 310.1415100097656	 492.3939514160156	 85541.0859375
38128176.0	 305.634033203125	 519.5662231445312	 83129.8671875
38128264.0	 306.47967529296875	 511.5957946777344	 81803.109375
38128356.0	 305.6115417480469	 520.8637084960938	 87500.9453125
38128448.0	 305.913330078125	 515.826416015625	 84325.0625
38128540.0	 305.7694091796875	 513.2243041992188	 88192.53125
38128628.0	 306.3526916503906	 518.1298217773438	 84706.765625
38128720.0	 306.5641784667969	 515.8624267578125	 85267.0859375
38128812.0	 306.8075256347656	 518.3720092773438	 83998.7578125
38128900.0	 306.9491271972656	 521.7113037109375	 85188.671875
38128992.0	 307.1404113769531	 518.113525390625	 84562.875
38129084.0	 307.3652038574219	 514.5474243164062	 80828.75
38129172.0	 306.5615234375	 524.53369140625	 85446.40625
38129264.0	 307.31573486328125	 522.2894287109375	 84197.9140625
