START:	 34.199999999999946
END:	 34.39999999999995

r [km]	 vr [km/s]	 np [cm-3]	 T [K]
23932036.0	 342.9793701171875	 220.85659790039062	 357793.21875
23932010.0	 341.42059326171875	 227.407470703125	 381008.28125
23931960.0	 337.1784973144531	 216.73342895507812	 307160.625
23931934.0	 344.7815856933594	 213.83200073242188	 290577.0625
23931836.0	 325.2679138183594	 266.5530090332031	 204255.359375
23931810.0	 320.64691162109375	 283.8866271972656	 226312.859375
23931784.0	 315.198486328125	 310.3439025878906	 239360.765625
23931760.0	 312.9195861816406	 308.4664306640625	 282575.96875
23931712.0	 315.0328369140625	 296.1243896484375	 205903.125
23931612.0	 306.438232421875	 309.3755798339844	 300050.75
23931512.0	 313.36712646484375	 331.5367126464844	 272032.78125
23931360.0	 311.85321044921875	 313.9866027832031	 253394.09375
23931334.0	 316.5477294921875	 303.65997314453125	 240241.046875
23931310.0	 310.3077087402344	 309.3021545410156	 286275.46875
23931284.0	 312.6047058105469	 321.21417236328125	 256084.9375
23931262.0	 311.3719482421875	 297.7281799316406	 244672.0
23931236.0	 313.9892578125	 300.88836669921875	 232691.46875
23931212.0	 314.6720275878906	 312.11614990234375	 259106.078125
23931162.0	 313.15765380859375	 315.8992004394531	 298454.34375
23931138.0	 313.7066345214844	 323.5307922363281	 304782.34375
23931086.0	 314.5264892578125	 324.1192626953125	 340817.09375
23931062.0	 308.058837890625	 290.9966125488281	 211737.734375
23931036.0	 310.6341857910156	 326.7057800292969	 308666.96875
23931012.0	 313.57452392578125	 325.1062316894531	 291259.6875
23930960.0	 310.5635070800781	 307.09429931640625	 224702.09375
23930936.0	 307.2799987792969	 338.0277404785156	 339601.15625
23930912.0	 313.12158203125	 314.5916748046875	 295543.3125
23930886.0	 316.3121643066406	 310.4657287597656	 290835.40625
23930838.0	 306.0583190917969	 329.28497314453125	 345995.4375
23930814.0	 307.66729736328125	 313.0557861328125	 291578.34375
23930788.0	 307.73541259765625	 310.19049072265625	 265621.71875
23930762.0	 314.2594909667969	 323.4299011230469	 253065.28125
23930738.0	 310.11688232421875	 326.0555725097656	 290374.15625
23930714.0	 313.0734558105469	 328.8370361328125	 301372.5
23930688.0	 305.6131286621094	 323.61981201171875	 286984.53125
23930664.0	 304.200927734375	 328.75738525390625	 297336.09375
23930638.0	 310.62548828125	 302.9544982910156	 249359.828125
23930612.0	 302.56494140625	 340.92779541015625	 265059.0625
23930586.0	 310.87237548828125	 335.94683837890625	 312897.09375
23930560.0	 315.1837158203125	 305.43878173828125	 232781.09375
23930538.0	 314.2311096191406	 322.79443359375	 265808.5625
23930512.0	 311.02752685546875	 340.88958740234375	 325592.34375
23930486.0	 311.5073547363281	 340.7484130859375	 366840.25
23930462.0	 318.0437316894531	 303.20147705078125	 319080.96875
23930436.0	 309.9867248535156	 322.16357421875	 325028.90625
23930238.0	 313.19976806640625	 327.3669738769531	 322453.4375
23930214.0	 311.3388671875	 320.0216064453125	 266252.75
23930188.0	 312.7945861816406	 356.76947021484375	 321972.15625
23930162.0	 315.19195556640625	 322.75830078125	 259647.390625
23930138.0	 312.87152099609375	 306.2540588378906	 258298.484375
23930114.0	 314.95623779296875	 350.3385009765625	 298990.59375
23930088.0	 318.16064453125	 318.31719970703125	 296754.65625
23930064.0	 313.0464782714844	 349.31536865234375	 302399.21875
23930012.0	 310.0310363769531	 327.7193908691406	 349053.375
23929988.0	 322.800048828125	 312.2728271484375	 254373.203125
23929962.0	 312.379638671875	 307.1163330078125	 274866.875
23929914.0	 315.9645690917969	 307.56610107421875	 291085.96875
23929890.0	 311.3682556152344	 308.0848388671875	 291934.84375
23929866.0	 313.4204406738281	 321.576904296875	 259231.359375
23929840.0	 314.2569274902344	 326.6796569824219	 315198.90625
23929814.0	 315.8099365234375	 310.7398376464844	 297742.0625
23929790.0	 306.7344970703125	 320.9032287597656	 208768.109375
23929464.0	 257.39202880859375	 134.696533203125	 65786.7890625
23929314.0	 313.0504150390625	 325.1458435058594	 333631.375
23929290.0	 313.31817626953125	 337.6338195800781	 283258.59375
23928914.0	 314.1078796386719	 361.3379821777344	 339180.53125
23928890.0	 317.23553466796875	 329.890869140625	 350744.15625
23928866.0	 316.8203430175781	 303.6355895996094	 346534.34375
23928816.0	 314.74444580078125	 297.70269775390625	 317325.46875
23928790.0	 316.7882080078125	 290.95550537109375	 304842.40625
23928764.0	 311.861083984375	 284.4789123535156	 267048.71875
23928740.0	 315.2100830078125	 296.8202209472656	 330325.8125
23928714.0	 313.6949768066406	 281.9764099121094	 284485.875
23928690.0	 318.3322448730469	 301.36553955078125	 375782.9375
23928666.0	 309.3419189453125	 321.2386779785156	 405177.0625
23928640.0	 321.28326416015625	 289.2042541503906	 316470.6875
23928614.0	 318.6245422363281	 272.9566955566406	 359290.625
23928566.0	 322.4516296386719	 291.8061828613281	 375533.21875
23928538.0	 311.6842041015625	 281.2839660644531	 396589.46875
23928516.0	 313.4245910644531	 336.9693603515625	 329226.09375
23928468.0	 311.9817810058594	 296.948486328125	 294073.25
23928442.0	 313.1592712402344	 312.2238464355469	 344659.4375
23928416.0	 317.0166931152344	 336.7126770019531	 379630.34375
23928366.0	 303.1631164550781	 345.9606628417969	 399556.90625
23928342.0	 318.0487365722656	 344.66778564453125	 380412.90625
23928316.0	 327.56805419921875	 329.3348083496094	 394255.28125
23928292.0	 334.4500427246094	 326.86004638671875	 444862.75
23928266.0	 341.9466247558594	 285.8332214355469	 377622.0
23928242.0	 335.7243347167969	 308.67578125	 462463.40625
23928140.0	 331.2408752441406	 323.0081787109375	 480286.34375
23928116.0	 331.00457763671875	 272.5929870605469	 335771.0625
23928090.0	 328.91131591796875	 282.43829345703125	 357407.59375
23928064.0	 334.9824523925781	 320.4381408691406	 425588.03125
23928042.0	 324.3560791015625	 274.6603088378906	 355367.25
23927966.0	 321.28173828125	 319.5120544433594	 383701.75
23927942.0	 347.85577392578125	 270.568603515625	 312213.8125
23927916.0	 328.4163513183594	 280.6997985839844	 320523.46875
23927892.0	 324.58868408203125	 301.0544128417969	 357358.96875
23927842.0	 330.7922058105469	 318.78436279296875	 412231.0
23927768.0	 337.11322021484375	 311.2025451660156	 383298.8125
23927742.0	 337.99139404296875	 303.0711669921875	 415986.0
23927544.0	 326.9128723144531	 306.5874938964844	 373201.03125
23927492.0	 314.1563720703125	 303.5572509765625	 355602.28125
23927418.0	 352.7668151855469	 246.08226013183594	 321880.59375
23927368.0	 330.2603454589844	 341.659912109375	 449335.40625
23927342.0	 333.0951232910156	 274.7308349609375	 324117.3125
23927318.0	 338.9381408691406	 271.3487243652344	 366799.90625
23927292.0	 338.642822265625	 282.926025390625	 375478.90625
23927116.0	 327.6593322753906	 329.1518249511719	 402732.90625
23927044.0	 306.9254455566406	 388.918701171875	 344448.15625
23927018.0	 319.0504455566406	 332.8645324707031	 317245.65625
23926968.0	 312.51593017578125	 351.7525329589844	 270414.8125
23926944.0	 311.58941650390625	 329.94219970703125	 325654.375
23926694.0	 318.55230712890625	 345.9543151855469	 406493.6875
23926642.0	 316.3760986328125	 323.79864501953125	 292679.59375
23926620.0	 318.7500305175781	 340.3082580566406	 346934.59375
23926418.0	 315.5984191894531	 321.2317810058594	 360777.84375
23926394.0	 320.49945068359375	 307.0575256347656	 330080.46875
23926368.0	 319.3523254394531	 324.609130859375	 350358.21875
23926344.0	 317.2104797363281	 334.56890869140625	 341479.78125
23926318.0	 316.7647705078125	 326.70465087890625	 296070.875
23926294.0	 320.21343994140625	 322.8911437988281	 328466.21875
23926268.0	 320.8110046386719	 322.6545715332031	 287675.6875
23926244.0	 314.06610107421875	 322.630615234375	 357787.28125
23926218.0	 313.2439880371094	 321.52362060546875	 323772.6875
23926144.0	 296.95330810546875	 340.37451171875	 269238.71875
23926046.0	 304.7846374511719	 321.3963928222656	 227873.109375
23926020.0	 302.389404296875	 330.667236328125	 212082.75
23925946.0	 310.9232482910156	 275.5780334472656	 148478.609375
23925896.0	 306.89239501953125	 361.64398193359375	 338822.25
23925870.0	 304.40655517578125	 331.0535888671875	 289530.5
23925846.0	 321.4139709472656	 333.3745422363281	 288528.65625
23925596.0	 319.5569152832031	 382.4393615722656	 348585.28125
23925122.0	 332.4004821777344	 299.8277282714844	 336452.28125
23925072.0	 318.1087341308594	 351.3309326171875	 359848.25
23925048.0	 319.71405029296875	 344.116943359375	 347951.5
23924872.0	 349.736328125	 269.3516845703125	 355399.5625
23924846.0	 344.8443603515625	 271.2166442871094	 337378.75
23924746.0	 344.5415344238281	 306.8940734863281	 382571.875
23924720.0	 341.0954895019531	 293.4820556640625	 352010.6875
23924696.0	 330.1221618652344	 293.7388610839844	 332475.59375
23924672.0	 319.6341552734375	 298.33734130859375	 303062.65625
23924596.0	 336.5662536621094	 301.42706298828125	 318783.59375
23924572.0	 341.42626953125	 287.8900451660156	 405204.15625
23924548.0	 339.92144775390625	 274.39019775390625	 370028.8125
23924372.0	 331.4375915527344	 282.2022399902344	 344960.65625
23924246.0	 329.1505432128906	 302.9918518066406	 379834.75
23923948.0	 328.4212341308594	 304.0120849609375	 359674.15625
23923924.0	 322.0492858886719	 312.6003723144531	 354322.15625
23923348.0	 330.6795654296875	 286.755859375	 306502.0
23923324.0	 317.1995544433594	 352.74554443359375	 367481.34375
23923300.0	 324.754150390625	 303.3258972167969	 369509.125
23923274.0	 319.2183532714844	 323.6047668457031	 375903.15625
23921202.0	 337.64459228515625	 290.16357421875	 367940.3125
23921178.0	 334.7314758300781	 329.05499267578125	 420464.71875
23920728.0	 341.39178466796875	 276.2334899902344	 383356.125
23920178.0	 363.3125305175781	 250.0522003173828	 432633.75
23919780.0	 381.39923095703125	 248.7403564453125	 333704.78125
23919504.0	 353.8622131347656	 265.1419372558594	 397051.0625
23919082.0	 337.9526062011719	 310.5267028808594	 389339.6875
23918858.0	 357.301513671875	 287.29608154296875	 395242.625
23918832.0	 355.5105895996094	 297.8979797363281	 450960.59375
23918782.0	 376.2467041015625	 261.88189697265625	 493701.0
23918758.0	 373.64520263671875	 242.15484619140625	 372543.15625
23918732.0	 370.08099365234375	 249.71791076660156	 445705.40625
23918706.0	 374.3220520019531	 243.47833251953125	 410592.15625
23918682.0	 373.79693603515625	 239.6373291015625	 387573.6875
23918656.0	 368.5968322753906	 241.34226989746094	 393369.34375
23918608.0	 388.6830749511719	 218.79791259765625	 362786.375
23918432.0	 356.1834411621094	 271.21099853515625	 447594.96875
23918406.0	 380.9544982910156	 247.1510772705078	 347990.28125
23918382.0	 374.0589294433594	 264.4764404296875	 466739.875
23918232.0	 364.9413757324219	 270.2456359863281	 431545.71875
23918208.0	 362.43206787109375	 252.93511962890625	 446676.46875
23917958.0	 381.33880615234375	 231.20419311523438	 332812.53125
23917806.0	 376.2436218261719	 254.31785583496094	 490550.40625
23917782.0	 375.84002685546875	 291.65179443359375	 553303.875
23917758.0	 381.68609619140625	 253.63963317871094	 456946.15625
23917658.0	 393.2493591308594	 277.09368896484375	 559444.625
23917634.0	 385.65167236328125	 257.038330078125	 532686.375
23917560.0	 260.7177734375	 62.642635345458984	 24976.666015625
23916784.0	 242.46485900878906	 83.58621215820312	 27161.265625
23916760.0	 219.28680419921875	 38.090206146240234	 2789.68798828125
23916460.0	 247.9989013671875	 77.18203735351562	 20302.947265625
23916386.0	 309.8982238769531	 297.4092712402344	 397638.1875
23916360.0	 297.69232177734375	 288.326171875	 313182.21875
23916310.0	 303.4176330566406	 266.8677673339844	 271619.4375
23916286.0	 323.478271484375	 257.6835632324219	 338537.5625
23915486.0	 306.31597900390625	 271.3787841796875	 182270.75
23915238.0	 302.6161193847656	 239.48629760742188	 225472.328125
23915138.0	 201.4234619140625	 57.29722595214844	 2113.159912109375
23914690.0	 283.3272399902344	 337.65380859375	 304503.46875
23914488.0	 292.505859375	 337.780029296875	 231414.890625
23914438.0	 295.70880126953125	 297.9744873046875	 307388.4375
23914414.0	 314.68341064453125	 237.73110961914062	 283397.09375
23914364.0	 298.8655700683594	 261.27459716796875	 301921.53125
23914312.0	 307.1672668457031	 311.5753173828125	 435443.4375
23914288.0	 302.9092712402344	 271.0696716308594	 352862.0625
23914264.0	 310.9793701171875	 285.48199462890625	 370688.75
23914240.0	 308.8702697753906	 236.14236450195312	 194809.625
23914216.0	 306.6206359863281	 263.0934753417969	 262899.3125
23914190.0	 302.422119140625	 280.83087158203125	 367381.4375
23914166.0	 304.6955261230469	 281.56378173828125	 331907.5625
23914064.0	 301.235107421875	 302.3529968261719	 404500.15625
23914040.0	 300.2960510253906	 265.9736633300781	 284957.78125
23914016.0	 295.367431640625	 243.4756622314453	 187488.828125
23913990.0	 298.36932373046875	 269.9424743652344	 332518.3125
23913964.0	 297.8182067871094	 291.9972839355469	 372375.28125
23913866.0	 305.5260925292969	 295.1976013183594	 361285.40625
23913838.0	 306.2123107910156	 305.6090087890625	 354051.8125
23913814.0	 307.5941162109375	 276.2904357910156	 273747.75
23913738.0	 305.8027648925781	 278.49151611328125	 337726.25
23913714.0	 308.13690185546875	 293.7159118652344	 324074.59375
23913590.0	 311.5497131347656	 262.2904052734375	 226827.171875
23913542.0	 306.7746887207031	 288.6985168457031	 341051.5
23913516.0	 308.19195556640625	 263.9898986816406	 268724.0
23913490.0	 300.9711608886719	 277.0413818359375	 303838.1875
23913466.0	 306.545654296875	 292.7608947753906	 403662.125
23913440.0	 309.9457092285156	 279.3273620605469	 388226.96875
23913416.0	 309.45361328125	 267.4236755371094	 248438.15625
23913366.0	 312.6835021972656	 250.11111450195312	 303165.75
23913166.0	 310.7322082519531	 282.6878662109375	 319069.34375
23913066.0	 300.5218200683594	 277.82000732421875	 224338.78125
23913018.0	 299.42877197265625	 271.0093994140625	 267526.8125
23912866.0	 292.19512939453125	 276.9143371582031	 302342.78125
23912842.0	 301.1410217285156	 261.6336669921875	 251112.703125
23912818.0	 300.3666687011719	 282.01068115234375	 204825.796875
23912792.0	 247.7163543701172	 59.812129974365234	 13543.6396484375
23912766.0	 310.61981201171875	 258.1128234863281	 370077.4375
23912716.0	 305.9346618652344	 288.2164611816406	 393616.8125
23912692.0	 313.3721008300781	 272.6722717285156	 378292.9375
23912642.0	 301.7845458984375	 316.8515930175781	 312351.1875
23912616.0	 307.7747802734375	 265.28985595703125	 291277.75
23912592.0	 312.0811767578125	 317.8106689453125	 462326.5625
23912568.0	 310.2718811035156	 276.1602478027344	 357919.46875
23912542.0	 302.7853088378906	 274.7652282714844	 321462.15625
23912516.0	 320.0071716308594	 290.538818359375	 331524.21875
23912492.0	 312.7650146484375	 250.45587158203125	 296437.46875
23912294.0	 312.95916748046875	 258.9703674316406	 364605.46875
23912244.0	 297.1217346191406	 260.590576171875	 248236.859375
23912220.0	 307.3702392578125	 288.67864990234375	 306281.8125
23912142.0	 301.5888671875	 263.396484375	 237155.0625
23912118.0	 300.6681823730469	 328.07940673828125	 334355.21875
23912092.0	 292.91375732421875	 300.365478515625	 327087.53125
23912068.0	 302.72857666015625	 330.4373474121094	 355457.78125
23912042.0	 297.6410217285156	 290.40155029296875	 288888.28125
23912018.0	 303.5827941894531	 326.3512268066406	 343608.90625
23911992.0	 299.3032531738281	 283.570068359375	 324272.6875
23911892.0	 301.8146667480469	 277.4454040527344	 303493.53125
23911844.0	 310.1276550292969	 298.47601318359375	 354008.6875
23911816.0	 296.62713623046875	 301.57501220703125	 259829.4375
23911792.0	 302.66558837890625	 283.6296081542969	 276577.0
23911768.0	 318.2549133300781	 248.0384521484375	 312168.8125
23911744.0	 308.6542053222656	 242.49130249023438	 307958.125
23911720.0	 299.2488098144531	 313.0440979003906	 383334.0
23911618.0	 304.486572265625	 257.49127197265625	 271310.21875
23911594.0	 305.3858337402344	 274.4464416503906	 267682.78125
23911570.0	 302.096923828125	 269.2791748046875	 281554.75
23911544.0	 306.236083984375	 281.3747863769531	 248074.703125
23911520.0	 297.9156494140625	 302.0426940917969	 393197.15625
23911496.0	 296.3353576660156	 277.705078125	 328574.875
23911470.0	 305.6271667480469	 292.2994384765625	 341749.34375
23911444.0	 299.4554748535156	 320.78515625	 426056.21875
23911420.0	 304.91485595703125	 297.6664733886719	 386611.53125
23911394.0	 301.4794616699219	 286.0576171875	 292855.5
23911368.0	 300.2523193359375	 306.7358093261719	 336977.125
23911344.0	 296.968017578125	 299.9455871582031	 265668.5
23911318.0	 292.57171630859375	 324.63824462890625	 379023.65625
23911118.0	 298.6947021484375	 286.9571228027344	 262218.1875
23910870.0	 219.66946411132812	 57.9564208984375	 3839.626708984375
